Actual,Predicted
1272.5700000000002,1272.570000000001
6404.34,6404.340000000001
1334.8000000000002,1334.8000000000013
777.95,777.9500000000012
1230.0500000000002,1230.0500000000063
3711.68,3711.679999999998
8019.98,8019.979999999999
3216.5,3216.4999999999995
3676.0,3675.9999999999973
2297.5,2297.5
7161.9,7161.9
4135.5,4135.499999999998
2411.37,2411.370000000003
4045.92,4045.9199999999964
785.08,785.0800000000013
536.71,536.710000000001
6361.120000000001,6361.120000000001
3345.08,3345.08
764.33,764.3299999999986
11493.74,11493.739999999998
2578.67,2578.6700000000023
2555.4700000000003,2555.47
2588.9,2588.9
142.86,142.86000000000104
7943.030000000001,7943.029999999995
1083.54,1083.54
313.92,313.92000000000144
5913.81,5913.810000000002
1223.0800000000002,1223.080000000003
6431.67,6431.670000000002
148.92000000000002,148.9200000000028
1235.15,1235.1499999999976
1532.51,1532.5099999999986
487.47,487.46999999999844
6812.75,6812.750000000002
7911.9,7911.899999999996
1463.9,1463.8999999999992
940.93,940.9300000000021
2779.05,2779.050000000001
1520.84,1520.839999999999
4271.58,4271.580000000001
262.51,262.5100000000002
1299.59,1299.5900000000004
2431.02,2431.0199999999995
930.24,930.2400000000007
3419.04,3419.0400000000004
112.11,112.11000000000104
7113.71,7113.709999999998
166.0,166.0
1845.33,1845.3299999999988
11469.73,11469.73
3371.6,3371.5999999999995
3539.33,3539.3300000000027
844.83,844.8300000000036
1482.18,1482.1799999999976
1391.88,1391.8799999999992
2359.23,2359.2300000000005
7961.64,7961.64
1633.91,1633.9099999999999
6391.59,6391.5899999999965
4742.7,4742.699999999999
6374.77,6374.77
2297.5,2297.4999999999973
6775.26,6775.259999999997
291.4,291.3999999999992
4639.6,4639.599999999997
3216.5,3216.500000000001
5791.53,5791.529999999999
10438.79,10438.79
5068.98,5068.98
10257.12,10257.119999999999
5913.81,5913.81
4595.0,4595.0
1572.82,1572.8200000000004
4125.14,4125.140000000001
1572.82,1572.8199999999983
1472.75,1472.7500000000014
478.04,478.04000000000224
6809.450000000001,6809.450000000003
1289.1,1289.1
3525.26,3525.260000000005
6870.69,6870.69
6329.52,6329.519999999999
175.73000000000002,175.73000000000093
5913.81,5913.8099999999995
2815.0600000000004,2815.060000000002
530.98,530.9800000000027
6206.55,6206.549999999999
4639.6,4639.599999999998
3293.33,3293.330000000001
774.7800000000001,774.7800000000029
4259.4800000000005,4259.48
1035.02,1035.0200000000032
1835.28,1835.2800000000009
741.09,741.0899999999997
2795.7200000000003,2795.7200000000003
5913.81,5913.81
955.45,955.4500000000012
3216.5,3216.499999999999
1878.83,1878.8299999999972
2359.23,2359.23
2404.36,2404.3600000000015
4227.06,4227.06
7976.54,7976.539999999998
5791.79,5791.789999999998
855.0300000000001,855.0300000000034
1887.34,1887.3400000000004
